TYPOLOGIE ETABLISSEMENT,CLASSEMENT,NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION (résidences de tourisme),NOMBRE D'UNITES D'HABITATION (villages de vacances),coordonnees,Nom du département,Nom de la région
CAMPING,2 étoiles,CAMPING LES CERISIERS,Pailhas,12520,COMPEYRE,0565598796,contact@campinglescerisiers.com,http://www.campinggorgesdutarn.com/,,,80,,,"44.167477,3.117867",AVEYRON,OCCITANIE
CAMPING,3 étoiles,CAMPING VILLAGE L'APAMÉE,Route d'escosse,9100,PAMIERS,0561600689,v-a-p@orange.fr,http://www.vap-camping.fr,,,100,,,"43.131152,1.597213",ARIEGE,OCCITANIE
CAMPING,3 étoiles,CARAVANING SAINT CLAIR,AVENUE ANDRÉ GIDE,83980,LE LAVANDOU,0494013020,patrick.martini@wanadoo.fr,http://www.caravaningsaintclair.com,,,83,,,"43.140731,6.379978",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,3 étoiles,CAMPING LE PLÔ,Le Bourg,81260,LE BEZ,0563740082,info@leplo.com,http://www.camping-leplo.fr,,,65,,,"43.608153,2.475381",TARN,OCCITANIE
CAMPING,3 étoiles,CAMPING DE MOÏSAN,1077 Avenue de l'Océan,40660,MESSANGES,0558489206,camping.moisan@orange.fr,http://www.camping-moisan.com,,,360,,,"43.816754,-1.390237",LANDES,NOUVELLE-AQUITAINE
CAMPING,2 étoiles,HIGHTHORN,haute épine,24320,SAINT-MARTIAL-VIVEYROL,0553911183,info@highthorn.com,http://www.highthorn.com/,,,4,,,"45.357173,0.337836",DORDOGNE,NOUVELLE-AQUITAINE
CAMPING,4 étoiles,AIROTEL OLÉRON,"19 Rue de la libération, Domaine de Montravail",17480,LE CHÂTEAU-D'OLÉRON,0546476182,info@camping-airotel-oleron.com,www.camping-airotel-oleron.com,,,133,,,"45.884137,-1.20431",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
CAMPING,5 étoiles,LES RANCHISSES,Quartier Bastide,7110,CHASSIERS,0475883197,reception@lesranchisses.fr,http://www.lesranchisses.fr,,,252,,,"44.562734,4.284455",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,2 étoiles,CAMPING MUNICIPAL DE LA VALLÉE DE L'HYÈRES,"ROUTE DE KERNIGUEZ, Vallée de l'Hyères",29270,CARHAIX-PLOUGUER,0298991058,camping.municipal@ville-carhaix.bzh,http://www.ville-carhaix.bzh/accueil_carhaix/vivre_a_carhaix/se_loger__se_deplacer/se_loger/camping_municipal,,,62,,,"48.281336,-3.57189",FINISTERE,BRETAGNE
CAMPING,3 étoiles,CAMPING MUNICIPAL SAINT VITAL DE CLUNY,Rue des Griottons,71250,CLUNY,0385590834,camping.st.vital@orange.fr,http://camping-cluny.blogspot.com.es/,,,171,,,"46.428613,4.667136",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE
CAMPING,3 étoiles,CAMPING MUNICIPAL ROBINSON,Rue de Couvache,18150,LA GUERCHE-SUR-L'AUBOIS,0248741886,camping-laguerche@orange.fr,-,,,69,,,"46.938827,2.9583",CHER,CENTRE-VAL DE LOIRE
CAMPING,4 étoiles,CAMPING LES BLÉS D'OR,LA CHAPELLE,22380,SAINT-CAST-LE-GUILDO,0296419993,camping-les-bles-dor@wanadoo.fr,http://campinglesblesdor.fr,,,160,,,"48.612891,-2.260706",COTES-D'ARMOR,BRETAGNE
CAMPING,3 étoiles,CAMPING LES CRUSES,LE CHAMPCROS,7260,RIBES,0475395469,les-cruses@wanadoo.fr,www.campinglescruses.com,,,47,,,"44.493215,4.208228",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,4 étoiles,CAMPING TOHAPI LE NEPTUNE,AVENUE DE LA RETIRADA,66700,ARGELÈS-SUR-MER,0430051519,dirneptune@tohapi.fr,https://www.tohapi.fr/languedoc-roussillon/camping-mer-neptune.php,,,192,,,"42.56387,3.034011",PYRENEES-ORIENTALES,OCCITANIE
CAMPING,4 étoiles,CAMPING DE LA BAIE,boulevard pasteur,83240,CAVALAIRE-SUR-MER,0494640815,contact@camping-baie.com,http://www.camping-baie.com,,,350,,,"43.170736,6.529031",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,3 étoiles,CAMPING LA MOUSQUÈRE,Route de Saint Lary Soulan,65170,BOURISP,0562394499,contact@campinglamousquere.com,www.campinglamousquere.com,,,43,,,"42.821014,0.320591",HAUTES-PYRENEES,OCCITANIE
CAMPING,4 étoiles,LE PARADIS DE BAZAS,Route de Casteljaloux,33430,BAZAS,0556651317,paradis@franceloc.fr,http://www.franceloc.fr/camping-france-aquitaine-paradis_de_bazas-FR.html,,,187,,,"44.43113,-0.19953",GIRONDE,NOUVELLE-AQUITAINE
CAMPING,3 étoiles,CAMPING KÉVANO PLAGE,Lieu-Dit Pentaniella,20131,PIANOTTOLI-CALDARELLO,0495718322,campingkevano@gmail.com,http://www.campingkevano.com,,,160,,,"41.470098,9.041463",CORSE-DU-SUD,CORSE
CAMPING,3 étoiles,CAMPING LA SOURCE,chemin de la rouvière,7460,BERRIAS-ET-CASTELJAU,0475393913,contact@camping-source-ardeche.com,http://www.camping-source-ardeche.com,,,93,,,"44.378496,4.211894",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,3 étoiles,CAMPING MUNICIPAL LA MEUSE,chemin de la meuse,34150,GIGNAC,0467579297,camping.meuse@ville-gignac.com,http://www.campinglameuse.com,,,95,,,"43.659571,3.558923",HERAULT,OCCITANIE
CAMPING,3 étoiles,CAMPING DU COL,Le col,73300,FONTCOUVERTE-LA TOUSSUIRE,0479830080,campingducol@free.fr,http://camping-caravaneige.fr,,,40,,,"45.24639,6.30231",SAVOIE,AUVERGNE-RHONE-ALPES
CAMPING,2 étoiles,CAMPING U PEZZO,Route de la Roya,20217,SAINT-FLORENT,0495370165,contact@upezzo.com,www.upezzo.com,,,145,,,"42.673862,9.295727",HAUTE-CORSE,CORSE
CAMPING,2 étoiles,CAMPING MUNICIPAL ROQUEFIGUIER,120 CHEMIN DES MOULINS,84190,BEAUMES-DE-VENISE,04.90.62.95.07,camping@beaumes-de-venise.fr,-,,,64,,,"44.122587,5.034457",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
CAMPING,2 étoiles,CAMPING LE VIEUX MOULIN,rue Maurice Samson,85360,LA TRANCHE-SUR-MER,0251289348,accueil@campinglevieuxmoulin.fr,www.campinglevieuxmoulin.fr,,,148,,,"46.34212,-1.439592",VENDEE,PAYS DE LA LOIRE
CAMPING,3 étoiles,CAMPING LE MAS,le mas de sireuil,24620,LES EYZIES-DE-TAYAC-SIREUIL,0553296806,dirmas@tohapi.fr,https://www.tohapi.fr/aquitaine/camping-le-mas.php,,,137,,,"44.928128,1.028167",DORDOGNE,NOUVELLE-AQUITAINE
CAMPING,3 étoiles,CAMPING LE TEDEY,route de longarisse,33680,LACANAU,0556030015,camping@le-tedey.com,http://www.le-tedey.com,,,680,,,"44.957537,-1.133068",GIRONDE,NOUVELLE-AQUITAINE
CAMPING,1 étoile,CAMPING LA PORTE DES CIMES,Route Nationale 20,9390,L'HOSPITALET-PRÈS-L'ANDORRE,0561052110,contact@camping-hospitalet.fr,http://www.camping-hospitalet.fr/,,,60,,,"42.590606,1.802734",ARIEGE,OCCITANIE
CAMPING,5 étoiles,CAMPING ESTEREL CARAVANING,4481 Avenue des Golfs,83530,AGAY,0494820328,contact@esterel-caravaning.fr,http://www.esterel-caravaning.fr,,,495,,,"43.451864,6.833571",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,2 étoiles,CAMPING LA LAGUNE,10 Avenue des Vacances,34110,FRONTIGNAN,0499040430,contact@camping-la-lagune.com,www.camping-la-lagune.com,,,62,,,"43.430112,3.759312",HERAULT,OCCITANIE
CAMPING,3 étoiles,CAMPING DE L'ÎLE MADAME,Quai île Madame,16200,JARNAC,06.26.91.40.92,campingilemadame@orange.fr,http://camping-jarnac.jimdo.com/,,,92,,,"45.67797,-0.176479",CHARENTE,NOUVELLE-AQUITAINE
CAMPING,1 étoile,CAMPING MUNICIPAL DE KERVIAN,RUE DE LA MAIRIE,29570,ROSCANVEL,0298274851,mairie@roscanvel.fr,http://www.roscanvel.fr,,,45,,,"48.315259,-4.547048",FINISTERE,BRETAGNE
CAMPING,2 étoiles,CAMPING PORT MAUBERT,8 rue de chassillac,17240,SAINT-FORT-SUR-GIRONDE,0546047886,bourdieu.jean-luc@wanadoo.fr,http://www.campingportmaubert.com,,,54,,,"45.432583,-0.751932",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
CAMPING,1 étoile,CAMPING GCU SAINT-RÉMY-DE-PROVENCE,ROUTE DE TARASCON AVENUE GLEYSES,13210,SAINT-RÉMY-DE-PROVENCE,0147639863,stremy1301@gcuf.fr,http://www.gcu.asso.fr/terrains/saint-r%C3%A9my-de-provence-bouches-du-rh%C3%B4ne-13,,,33,,,"43.79435,4.805899",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
CAMPING,5 étoiles,DOMAINE LES DAUPHINS BLEUS,16 rue du rocher,85800,GIVRAND,0251555934,dauphins-bleus@franceloc.fr,https://www.franceloc.fr/camping-france-pays_de_la_loire-dauphins_bleus-FR.html?referer=23214,,,324,,,"46.672911,-1.894216",VENDEE,PAYS DE LA LOIRE
CAMPING,2 étoiles,CAMPING MUNICIPAL LA RIVIÈRE,LA RIVIèRE,28330,LA BAZOCHE-GOUET,0237493649,commune-bazoche-gouet-28330@wanadoo.fr,-,,,30,,,"48.17182,0.957785",EURE-ET-LOIR,CENTRE-VAL DE LOIRE
CAMPING,5 étoiles,CAMPING ÉMERAUDE,7 CHEMIN DE LA SOURIS,35800,SAINT-BRIAC-SUR-MER,0299883455,info@seagreen-campingemeraude.com,http://www.campingemeraude.com,,,192,,,"48.627678,-2.130343",ILLE-ET-VILAINE,BRETAGNE
CAMPING,5 étoiles,CAMPING DE LA BAUME,3775 rue des combattants d'afrique du nord,83600,FRÉJUS,0491198888,reception@labaume-lapalmeraie.com,http://labaume-lapalmeraie.com,,,780,,,"43.460972,6.714735",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,4 étoiles,CAMPING QUERCY VACANCES,mas de la combe,46090,SAINT-PIERRE-LAFEUILLE,0565368715,quercyvacances@wanadoo.fr,http://www.quercy-vacances.com,,,80,,,"44.531273,1.45993",LOT,OCCITANIE
CAMPING,2 étoiles,CAMPING DE LA RIVIÈRE,LA RAMBAUDIE,16150,EXIDEUIL,0661484767,christophe.derveaux@gmail.com,http://www.charente-camping.com,,,25,,,"45.891775,0.684033",CHARENTE,NOUVELLE-AQUITAINE
CAMPING,1 étoile,CAMPING DES LOGES,"chemin du plan d'eau, LE BOIS SEMÉ",49390,LA BREILLE-LES-PINS,0241528166,rodguepratte@orange.fr,-,,,49,,,"47.339508,0.113909",MAINE-ET-LOIRE,PAYS DE LA LOIRE
CAMPING,5 étoiles,CAMPING CARAVANING LE LITTORAL,Lieu-dit Le Porteau,85440,TALMONT-SAINT-HILAIRE,0251220464,info@campinglelittoral.fr,http://www.campinglelittoral.fr,,,433,,,"46.454941,-1.700613",VENDEE,PAYS DE LA LOIRE
CAMPING,2 étoiles,LE MAS DES SÉDARIÈS,rue des sédariès,48800,VILLEFORT,0466462520,contact@sedaries.com,www.sedaries.com,,,48,,,"44.434686,3.932461",LOZERE,OCCITANIE
CAMPING,4 étoiles,CAMPING LA SOUSTA,28 AVENUE DU PONT DE GARD,30210,REMOULINS,0466371280,direction@lasousta.com,http://www.lasousta.com,,,330,,,"43.949793,4.546515",GARD,OCCITANIE
CAMPING,3 étoiles,CAMPING LE DOMAINE DE LISLEBONNE,le Bétous,47170,RÉAUP-LISSE,0553656528,contact@camping-lac-lislebonne.com,camping-lac-lislebonne.com,,,69,,,"44.072674,0.207795",LOT-ET-GARONNE,NOUVELLE-AQUITAINE
CAMPING,2 étoiles,CAMPING MOZZICONACCIO,tarco,20144,SAINTE-LUCIE-DE-PORTO-VECCHIO,0495732082,lvitay@club-internet.fr,http://www.campingmozziconaccio.fr/,,,50,,,,,
CAMPING,3 étoiles,CAMPING CALIFORNIA,Capu Di Fora,20144,SAINTE-LUCIE-PORTO-VECCHIO,0495714924,info@camping-california.net,https://www.camping-california-corsica.com/,,,100,,,,,
CAMPING,2 étoiles,CAMPING MUNICIPAL LES CHAUSSIÈRES,Chemin du Bez,26410,CHÂTILLON-EN-DIOIS,0475211030,camping.chatillonendiois@wanado.fr,http://www.camping-chatillonendiois.com/,,,164,,,"44.693349,5.485171",DROME,AUVERGNE-RHONE-ALPES
CAMPING,3 étoiles,ARENA CAMPING,264 AVENUE NAPOLÉON III Quartier ACOTZ,64500,SAINT-JEAN-DE-LUZ,0559265190,location@arenacamping.com,http://www.arenacamping.com,,,135,,,"43.416398,-1.623867",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
CAMPING,3 étoiles,CAMPING LES FUVETTES,24 chemin de la plage des perrières,25160,MALBUISSON,0381693150,les-fuvettes@wanadoo.fr,http://www.camping-fuvettes.com,,,278,,,"46.794692,6.298741",DOUBS,BOURGOGNE-FRANCHE-COMTE
CAMPING,2 étoiles,CAMPING LES PRUNIERS,118 rue de la Pinéa,6210,MANDELIEU-LA-NAPOULE,0493499923,contact@bungalow-camping.com,http://www.bungalow-camping.com,,,28,,,"43.535191,6.942993",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
CAMPING,2 étoiles,CAMPING MUNICIPAL DE FOUGÈRES,Route de la Chapelle Janson,35300,FOUGÈRES,0299994081,campingmunicipal35@orange.fr,www.fougeres.fr,,,88,,,"48.353159,-1.184013",ILLE-ET-VILAINE,BRETAGNE
CAMPING,2 étoiles,CAMPING LES AMANDIERS,Chemin de l'ouille bas Route des campings,66190,COLLIOURE,0468811469,contact@camping-les-amandiers.com,http://www.camping-les-amandiers.com,,,80,,,"42.532614,3.078243",PYRENEES-ORIENTALES,OCCITANIE
CAMPING,2 étoiles,CAMPING MUNICIPAL LE VILLAGE,Chemin la Joyeuse,7700,SAINT-MARTIN-D'ARDÈCHE,04.75.04.65.25,denislaurent1@sfr.fr,-,,,69,,,"44.303842,4.56524",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,2 étoiles,CAMPING MUNICIPAL LE HOHWALD,28 rue du Herrenhaus,67140,LE HOHWALD,0388083090,lecamping.herrenhaus@orange.fr,-,,,88,,,"48.412098,7.313171",BAS-RHIN,GRAND EST
CAMPING,4 étoiles,CAMPING LE MONT DES BRUYÈRES,806 rue émile basly,59230,SAINT-AMAND-LES-EAUX,0327485687,lemontdesbruyeres@orange.fr,http://www.campingmontdesbruyeres.com,,,97,,,"50.435774,3.461286",NORD,HAUTS-DE-FRANCE
CAMPING,3 étoiles,CAMPING LE SOUS PERRET,Sous Perret,7260,JOYEUSE,0475395054,jacques.silhol@wanadoo.fr,http://www.campinglesousperret.com,,,75,,,"44.478011,4.255012",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,3 étoiles,CAMPING DE LA VALLÉE  BLEUE,BASE DE LOISIRS LA VALLéE BLEUE,38390,MONTALIEU-VERCIEU,0474886367,direction@valleebleue.org,http://www.camping-valleebleue.com,,,120,,,"45.82402,5.419919",ISERE,AUVERGNE-RHONE-ALPES
CAMPING,2 étoiles,CAMPING  LE PÉGUÈRE,31 route de pierrefitte,65110,CAUTERETS,0562925291,campingpeguere@wanadoo.fr,http://www.campingpeguere.com,,,160,,,"42.901589,-0.106163",HAUTES-PYRENEES,OCCITANIE
CAMPING,2 étoiles,CAMPING GLAMPING SAINTE SUZANNE,la croix couverte,53270,SAINTE-SUZANNE,0243104960,contact@glamping-saintesuzanne.fr,www.glamping-saintesuzanne.fr,,,38,,,"48.094385,-0.354708",MAYENNE,PAYS DE LA LOIRE
CAMPING,2 étoiles,CAMPING MUNICIPAL DE LA PRÉE,Route de la Pointe à Chabot,17880,LES PORTES-EN-RÉ,0546295104,camping-les-portes@orange.fr,-,,,130,,,"46.246968,-1.494325",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
CAMPING,2 étoiles,CAMPING L'ANJOU,Devant l'Anjou,32320,MONTESQUIOU,0562709524,clemens.van-voorst@wanadoo.fr,http://camping-anjou.com,,,40,,,"43.577138,0.291103",GERS,OCCITANIE
CAMPING,1 étoile,CAMPING DE LA TOUPE,4 place de la Toupe,39210,BAUME-LES-MESSIEURS,0384446141,baumelesmessieurs@wanadoo.fr,www.baumelesmessieurs.fr/,,,52,,,"46.712636,5.636931",JURA,BOURGOGNE-FRANCHE-COMTE
CAMPING,3 étoiles,CAMPING LE PRÉ,3 place Paul Amouroux,63320,MONTAIGUT-LE-BLANC,0473967507,contact@campinglepre.com,http://www.contact@campinglepre.com,,,100,,,"45.584847,3.09179",PUY-DE-DOME,AUVERGNE-RHONE-ALPES
CAMPING,4 étoiles,DOMAINE DES FUMADES,DOMAINE DES FUMADES,30500,ALLÈGRE-LES-FUMADES,0466248078,fumades@franceloc.fr,https://www.franceloc.fr/camping-france-languedoc_roussillon-fumades-FR.html?referer=23245,,,253,,,"44.18776,4.226869",GARD,OCCITANIE
CAMPING,4 étoiles,CAMPING INTERNATIONAL,Route départementale 4085,4120,CASTELLANE,0492836667,info@camping-international.fr,http://www.camping-international.fr,,,297,,,"43.85611,6.50183",ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
CAMPING,2 étoiles,CAMPING LA GARENNE,14 rue du collège,17170,COURÇON,0546679094,campinglagarenne17@gmail.com,http://www.camping-larochelle.com/,,,58,,,"46.241922,-0.807323",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
CAMPING,4 étoiles,CAMPING KER HELEN,Avenue de la Côte d'Argent,33470,LE TEICH,0556660379,camping.kerhelen@wanadoo.fr,http://kerhelen.com,,,140,,,"44.633916,-1.021609",GIRONDE,NOUVELLE-AQUITAINE
CAMPING,2 étoiles,CAMPING DE LA MER,Ty Anquer Plage,29550,PLOÉVEN,0298812919,contact@campingdelamer29.fr,www.campingdelamer29.fr,,,54,,,"48.149197,-4.265452",FINISTERE,BRETAGNE
CAMPING,4 étoiles,LES PRÉVEILS,Avenue Sainte-Anne,85360,LA TRANCHE-SUR-MER,0251303052,lespreveils@pep79.net,http://www.camping-les-preveils.com/,,,169,,,"46.344605,-1.393828",VENDEE,PAYS DE LA LOIRE
CAMPING,2 étoiles,AMÉLIA CAMPING,avenue beausoleil,66110,AMÉLIE-LES-BAINS-PALALDA,0468390049,camping-amelia@orange.fr,http://www.camping-amelia.fr/,,,83,,,"42.479518,2.674838",PYRENEES-ORIENTALES,OCCITANIE
CAMPING,3 étoiles,LE ROMEGAS,"Domaine le Romegas, route du col d'Ey",26170,BUIS-LES-BARONNIES,0475281078,leromegas@gmail.com,http://www.leromegas.fr,,,113,,,"44.304236,5.271633",DROME,AUVERGNE-RHONE-ALPES
CAMPING,4 étoiles,DOMAINE ARLEBLANC CAMPING,DOMAINE ARLEBLANC,7260,ROSIÈRES,0475395311,info@arleblanc.com,http://www.arleblanc.com/,,,167,,,"44.463637,4.271112",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,3 étoiles,CAMPING TY PROVOST,Ty Provost,29150,DINÉAULT,0298862923,contact@typrovost.com,http://www.typrovost.com,,,40,,,"48.207092,-4.124056",FINISTERE,BRETAGNE
CAMPING,2 étoiles,MAS DE LINDE,Hameau de Lande,30430,SAINT-PRIVAT-DE-CHAMPCLOS,0466245096,masdelinde.bayle@wanadoo.fr,www.masdelinde.com,,,25,,,,,
CAMPING,2 étoiles,CAMPING LES MISOTTES,46 rue de l'océan,17137,ESNANDES,0546013216,dgs@esnandes.fr,http://www.campinglesmisottes.fr/,,,65,,,"46.252753,-1.120421",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
CAMPING,5 étoiles,CAMPING LE P'TIT BOIS,LA LANDE CHALANDOUZE,35430,SAINT-JOUAN-DES-GUÉRETS,0299211430,contact@ptitbois.com,www.ptitbois.com,,,273,,,"48.609524,-1.987387",ILLE-ET-VILAINE,BRETAGNE
CAMPING,3 étoiles,CAMPING MUNICIPAL DE L’ÉTANG PHILIPPE,Lieu-Dit Mazières,63390,SAINT-GERVAIS-D'AUVERGNE,0473857484,campingstgervais@wanadoo.fr,http://www.camping-loisir.com/,,,130,,,"46.040941,2.819174",PUY-DE-DOME,AUVERGNE-RHONE-ALPES
CAMPING,4 étoiles,CAMPING DU TRUC VERT,ROUTE FORESTIÈRE DU TRUC VERT,33950,LÈGE-CAP-FERRET,0556608955,info@trucvert.com,http://www.trucvert.com/,,,480,,,"44.720065,-1.240103",GIRONDE,NOUVELLE-AQUITAINE
CAMPING,2 étoiles,CAMPING LES GRANDS CHÊNES,Le Peyronnet,46350,LAMOTHE-FÉNELON,0565416879,campinglesgrandschenes@orange.fr,http://www.campinglesgrandschenes.com/,,,50,,,"44.812112,1.411194",LOT,OCCITANIE
CAMPING,4 étoiles,CAMPING DE LA PASCALINETTE,1800 ancien chemin de Hyères,83250,LA LONDE-LES-MAURES,0494668272,resa@lapascalinette.fr,http://www.lapascalinette.fr,,,241,,,"43.130459,6.217395",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,4 étoiles,L'ARBOIS DU CASTELLET,5541 route des hauts du camp,83330,LE CASTELLET,0494907051,arbois@franceloc.fr,http://www.franceloc.fr,,,220,,,"43.235522,5.802059",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,3 étoiles,CAMPING LA PALOMBIERE,1551 route de la fouasse,17570,LES MATHES,0546226925,contact@camping-lapalombiere.com,http://www.camping-lapalombiere.com,,,218,,,"45.723886,-1.174428",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
CAMPING,2 étoiles,CAMPING LES SOULINS,LES SOULINS,58120,CORANCY,0386844752,campinglessoulins@gmail.com,www.campinglessoulins.fr,,,38,,,"47.118467,3.932086",NIEVRE,BOURGOGNE-FRANCHE-COMTE
CAMPING,2 étoiles,CAMPING BELLEVUE,24 rue du trou gigot,8170,FUMAY,0324412815,camping.fumay@orange.fr,-,,,50,,,"49.988669,4.711045",ARDENNES,GRAND EST
CAMPING,5 étoiles,CAMPING OASIS VILLAGE,route de la bouverie,83480,PUGET-SUR-ARGENS,0498118560,oasis.village@wanadoo.fr,http://www.camping-parcsaintjames.com,,,425,,,"43.468543,6.659468",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,4 étoiles,CAMPING LES RIVAGES,860 avenue de l'Aigoual,12100,MILLAU,0565610107,info@campinglesrivages.com,http://www.campinglesrivages.com,,,314,,,"44.101404,3.096117",AVEYRON,OCCITANIE
CAMPING,2 étoiles,CAMPING MUNICIPAL NOTRE DAME,QUARTIER NOTRE DAME,83630,BAUDUEN,0494700867,camping.municipal.bauduen@orange.fr,-,,,100,,,"43.724076,6.182441",VAR,PROVENCE-ALPES-COTE D'AZUR
CAMPING,1 étoile,CAMPING GCU LES MÉNUIRES,Lieu-Dit Les Ménuires,73440,SAINT-MARTIN-DE-BELLEVILLE,0147639863,lesmenuires7302@gcuf.fr,http://www.gcu.asso.fr/terrains/les-menuires-savoie-73,,,56,,,"45.323424,6.538214",SAVOIE,AUVERGNE-RHONE-ALPES
CAMPING,3 étoiles,CAMPING 46 RAINETTES,le bourg,46250,GOUJOUNAC,0687757370,contact@camping46rainettes.com,www.camping46rainettes.com,,,17,,,"44.570896,1.205959",LOT,OCCITANIE
CAMPING,4 étoiles,CAMPING DOMAINE DE L'ESQUIRAS,1280 Chemin du Fez,7150,VALLON-PONT-D'ARC,0475880416,esquiras@orange.fr,http://www.camping-esquiras.com,,,106,,,"44.415151,4.37817",ARDECHE,AUVERGNE-RHONE-ALPES
CAMPING,2 étoiles,CAMPING LE REFUGE,56 CHEMIN DE BRANDU,44420,LA TURBALLE,0240233717,celinebusta@yahoo.fr,-,,,188,,,"47.360446,-2.514876",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
CAMPING,4 étoiles,CAMPING LA ROSERAIE,20 avenue Jean Sohier,44500,LA BAULE-ESCOUBLAC,0240604666,camping@laroseraie.com,http://www.laroseraie.com,,,316,,,"47.298463,-2.357672",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
CAMPING,2 étoiles,CAMPING MUNICIPAL DE SALINS LES BAINS,PLACE DE L'ANCIENNE GARE,39110,SALINS-LES-BAINS,0384379270,contact@salinscamping.com,http://www.salinscamping.com,,,46,,,,,
CAMPING,2 étoiles,CAMPING MUNICIPAL DU CHAMP PASSAIS,Rue du Champ Passais,61700,DOMFRONT,0233373766,camping@villededomfront.fr,http://camping-municipal-domfront.jimdo.com/,,,34,,,"48.588934,-0.650185",ORNE,NORMANDIE
CAMPING,3 étoiles,CAMPING CARAVANING LES EMBRUNS,63 route de Biot,6600,ANTIBES,0493333335,camping.luc@hotmail.fr,http://www.lesembrunscamping.jimdo.com,,,50,,,"43.612125,7.125555",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
CAMPING,3 étoiles,CAMPING MOULIN DE CAMPECH,Moulin de Campech,47160,VILLEFRANCHE-DU-QUEYRAN,0553887243,campech@orange.fr,http://www.moulindecampech.co.uk,,,46,,,"44.307796,0.196462",LOT-ET-GARONNE,NOUVELLE-AQUITAINE
CAMPING,3 étoiles,CAMPING MUNICIPAL LE VALLON DE L'EHN,1 RUE DE BERLIN,67210,OBERNAI,0388953848,camping@obernai.fr,http://www.camping-obernai.fr/,,,150,,,"48.463234,7.467746",BAS-RHIN,GRAND EST
CAMPING,3 étoiles,CAMPING LE VIEUX VALLON,Route des Gorges Quartier la combe,7150,VALLON-PONT-D'ARC,0475880147,abkl@orange.fr,www.campingvieuxvallon.com,,,40,,,,,
CAMPING,4 étoiles,CAMPING LES SABLES BLANCS,17 Avenue du dorlett,29900,CONCARNEAU,0298971644,contact@camping-lessablesblancs.com,http://www.camping-lessablesblancs.com,,,149,,,"47.881914,-3.929485",FINISTERE,BRETAGNE
CAMPING,3 étoiles,CAMPING SAINT ÉTIENNE,Route de rodez,12430,VILLEFRANCHE-DE-PANAT,0565464518,campingstetienne@orange.fr,http://www.camping-st-etienne.com,,,95,,,"44.100606,2.6912",AVEYRON,OCCITANIE
CAMPING,2 étoiles,CAMPING LES ÉPICÉAS,rue des Ponts,18120,PREUILLY,02.48.57.12.04,mairie.preuilly@wanadoo.fr,-,,,65,,,"47.095933,2.172148",CHER,CENTRE-VAL DE LOIRE
CAMPING,4 étoiles,CAMPING LE PARC DE LA GRÈVE,5 Rue des Sables,85220,L'AIGUILLON-SUR-VIE,0251228623,parcdelagreve@wanadoo.fr,www.leparcdelagreve.com,,,99,,,"46.666824,-1.825982",VENDEE,PAYS DE LA LOIRE
CAMPING,2 étoiles,CAMPING MUNICIPAL LES BERGES DU BRAMONT,Rouffiac,48000,SAINT-BAUZILE,04 66 47 05 97,mairiedestbauzile@wanadoo.fr,https://campinglesbergesdubramont.jimdo.com/,,,50,,,"44.478115,3.493749",LOZERE,OCCITANIE
CAMPING,3 étoiles,CAMPING PARADELLA,"Route de l'aéroport, Départementale 81",20214,CALENZANA,0495650097,info@camping-paradella.fr,http://www.camping-paradella.fr,,,150,,,"42.500787,8.792641",HAUTE-CORSE,CORSE
CAMPING,3 étoiles,CAMPING LE MOULIN DE RAMBOURG,51 Rambourg,85310,NESMY,0251076383,campinglemoulinderambourg@laposte.net,http://www.campingmoulinderambourg.com/,,,39,,,"46.605161,-1.394431",VENDEE,PAYS DE LA LOIRE
